,user,tweet,location,description,friends_count,followers_count,statuses_count,created_at,retweet_count,hashtags
10,kareem_buyana,The science and renewable technology has advanced| the stark challenges are the politics of land ownership &amp; fossil… https://t.co/GaKEIdpI7E,Kampala Uganda,"An academic & international consultant with interest in addressing global challenges—gender inequality, climate risks & exclusion in urban transformations.",77,71,564,2011-11-03 19:43:13,0,[]
11,edwinNamakanga,@Jus707 They should keep the fossil fuels in the ground,"Kampala, Uganda","Climate ACTIVIST 🇺🇬 ~
Inspired by @vanessa_vash & @Gretathunberg Graphics Designer  @Riseupmovt
 ~ edwinnamakanga@gmail.com ~
 https://t.co/aldDLEsatQ",926,2981,7090,2018-07-31 09:45:12,0,[]
12,NamugerwaLeah,"We are already paying for climate inaction and things could get much worse. 
Stop burning fossil fuels.","Kampala, Uganda","17 Y.O Environment/Climate & child rights activist. Team Leader @Fridays4FutureU
#SaveBugomaForest",705,27903,4432,2019-02-26 15:53:01,65,[]
13,onjolo_kenya,"We don’t have time for half-measures or more fossil fuels. 

The climate crisis is HERE, and it will keep accelerating unless we act fast!","Nairobi, Kenya","C𝖔𝖓𝖙𝖊𝖓𝖙 C𝖗𝖊𝖆𝖙𝖔𝖗 •  E𝖓𝖛𝖎𝖗𝖔𝖓𝖒𝖊𝖓𝖙𝖆𝖑𝖎𝖘𝖙








































📧    onjolovictor@gmail.com",18305,16640,84894,2017-02-15 23:13:43,6,[]
14,JamesKamotho,@cchukudebelu End of fossil fuels driven capitalism started in 2007/08. We're in the throes of the blind search for… https://t.co/9MXJUXIJjv,"Kabete, Kenya","Environmentalist. Researcher. Liberté, égalité, fraternité...",409,216,2490,2012-05-04 14:48:36,0,[]
15,JaphethOrieny,@ondiekCynthia1 @erastus_wayne @gp_kenyagroup @Greenpeaceafric @MutheuJoan1 @MutwolGerance @anitasoina Action also… https://t.co/gj0WsKTAZF,"Nairobi, Kenya","Millennium Fellow Class of 2020 | @Greenpeaceafric Volunteer |  Vice Director 2018/2019 @SDGsKu | Organizing Secretary 2018/2019 
@kunec250 | @manutd FC Fan.",2017,1893,19679,2016-08-15 06:47:05,4,[]
16,ondiekCynthia1,Divert from fossil fuels. Its bad for our health and Environment. #JustRecovery #deCOALonize @ketercharles… https://t.co/VmRqFNEgMb,"Ahero, Kenya","writer. @Globalpeacekeny Ambassador. @GIYD_org SDGs advocate .Alumni @milleniumfellowship. Volunteer. Founder @zerowasteI. 
 @ondiekcynthia1@gmail.com.",870,521,1916,2016-08-08 13:28:14,12,"[{'text': 'JustRecovery', 'indices': [66, 79]}, {'text': 'deCOALonize', 'indices': [80, 92]}]"
17,JaphethOrieny,@Greenpeaceafric @Erdensohn1 @deCOALonize @BwanaMdogo1 @gp_kenyagroup @350Africa @MutemiWaKiama @savelamu… https://t.co/ii9HTI1mpq,"Nairobi, Kenya","Millennium Fellow Class of 2020 | @Greenpeaceafric Volunteer |  Vice Director 2018/2019 @SDGsKu | Organizing Secretary 2018/2019 
@kunec250 | @manutd FC Fan.",2017,1893,19679,2016-08-15 06:47:05,4,[]
18,MutwolGerance,@ketercharles  The rest of the world is shifting from fossil fuels to clean energy due to their health and environm… https://t.co/VkT68Q5F2i,"Nairobi, Kenya","Saved by Grace🙏|Environmental activist |Entrepreneur|
Philanthropist|
Volunteer @greenpeaceafric|
Team Leader @gp_kenyagroup|
Tweets = My Views",1954,2046,6899,2015-03-13 10:46:53,10,[]
19,ClintoneBill,"Our Planet  is Worth More Than Fossil Fuels Profits
Coal has detrimental effects not just to the environment but al… https://t.co/npTGW7UouV","Nairobi, Kenya","-Environmental And social Justice Activist.
#SaveLakeVictoria Campaign Lead. 🌍💚

Conservationist||SDGs Champion ||Peer Counsellor||#Sustaunabilty",9331,10922,4196,2014-09-19 19:17:43,24,[]
20,amwaafrika,"BUT‼️If we stop adding carbon dioxide to the atmosphere by around 2050, which would entail a rapid shift away from… https://t.co/CIuDwVHoSt","Kampala, Uganda","We’re a Pan-African feminist leadership development organisation headquartered in Kampala, and breaking ground throughout the continent.",1218,11870,15927,2012-02-03 15:18:03,1,[]
21,deCOALonize,"President Uhuru Kenyatta,

Coal &amp; Fossil Fuels is not our energy solution.

It won't only impact our environment &amp;… https://t.co/3e0x72mF4h",Kenya,Promoting a green and sustainable energy future for Kenya | Follow us & share the message. Opposition is critical! #deCOALonize https://t.co/4lfS6YhWZ2,486,5104,9936,2017-01-06 06:22:22,41,[]
22,Luu_kah,"@thuogithuku Hehehe thuo.. people out here are dying of floods due to climate change, why are you using fossil fuel… https://t.co/h5Kmmd2TZd","Nairobi, Kenya","I'm the famous goose.
Never scared of the knife.

I retweet what pleases me most!",339,366,1609,2019-05-08 02:37:36,0,[]
23,NelsonGich,According to the #IPCCReport we should definitely ban fossil fuels which is greatly contributing to the destruction… https://t.co/qVxSBezoma,"Nairobi, Kenya","Many hats.Microbiologist, Tech nerd, Egalitarian, Pan-Africanist, Blogger @Wordpressdotcom
The cave you fear to enter holds the treasure you seek.",1073,272,15595,2020-09-21 06:07:17,0,"[{'text': 'IPCCReport', 'indices': [17, 28]}]"
24,douglasrasbash,@HughLesman @Therealaldous_h @Recon_Africa You may believe oil development creates jobs. Pause and consider the hig… https://t.co/Y1uUJfFEPI,"Kampala, Uganda",A changing mind in a changing world. Helping others above all.,379,1027,46396,2012-12-15 13:33:40,0,[]
25,uginm102,@mkizitoo @moseskalema00 People need to understand the effect of policies. It’s better to ramp up green energy and… https://t.co/ZAHnFxDmYw,"Kampala, Uganda. ","I love humour, coding and logic. I believe you can solve anything with logic, apart from WOMEN. Stoic.",20325,19652,94730,2010-09-01 07:43:15,0,[]
26,moseskalema00,@uginm102 Eh! Let me try this. The plan is to stop fossil fuels but that is a  long term process. Has oil drilling… https://t.co/7TeqxE6CsW,"Kampala, Uganda",Systems Engineer | Forever African,1330,925,14041,2011-10-17 16:25:38,0,[]
27,NamugerwaLeah,Fossil fuel industry is destroying our future. The burning of fossil fuels and deforestation has led to levels of c… https://t.co/SQA7DG8dcw,"Kampala, Uganda","17 Y.O Environment/Climate & child rights activist. Team Leader @Fridays4FutureU
#SaveBugomaForest",705,27903,4432,2019-02-26 15:53:01,38,[]
28,OmarElmawi,"6. Fossil Fuels like oil do not necessarily enrich nations. In fact, it usually makes a country poor.

https://t.co/EnMPORcumQ","Nairobi, Kenya","Husband | Father | Lawyer for the Poor |
Campaign coordinator @decoalonize and @StopEACOP |
An enemy of Coal and champion of just renewable energy |",314,1550,4994,2011-05-04 17:33:59,0,[]
29,OmarElmawi,5. Fossil Fuels are no longer SEXY. Increasingly more than 100 financial institutions and Insurers are moving away… https://t.co/jSe8KqSH0j,"Nairobi, Kenya","Husband | Father | Lawyer for the Poor |
Campaign coordinator @decoalonize and @StopEACOP |
An enemy of Coal and champion of just renewable energy |",314,1550,4994,2011-05-04 17:33:59,0,[]
30,OmarElmawi,"FOLKS,

Here is a free public lesson for you ALL

1. Coal &amp; other Fossil Fuels are no longer economically viable co… https://t.co/wd9zMXtuS4","Nairobi, Kenya","Husband | Father | Lawyer for the Poor |
Campaign coordinator @decoalonize and @StopEACOP |
An enemy of Coal and champion of just renewable energy |",314,1550,4994,2011-05-04 17:33:59,1,[]
31,TimChristo,"We have reached a 'genuine moment of truth' in history (@antonioguterres). Let this be our time for: 
More equality… https://t.co/mmPmS72Xhg","Nairobi, Kenya","Stubborn climate optimist. Coordinator UN Decade on Ecosystem Restoration 2021-2030. Head of Nature for Climate @UNEP. Go, #GenerationRestoration! Views my own",1157,6584,4743,2012-06-12 19:41:15,11,[]
32,TimChristo,"It might sound radical today, but it isn't at all if compared with inaction on #ClimateCrisis. It is a logical &amp; ne… https://t.co/MQlgZg7Zzq","Nairobi, Kenya","Stubborn climate optimist. Coordinator UN Decade on Ecosystem Restoration 2021-2030. Head of Nature for Climate @UNEP. Go, #GenerationRestoration! Views my own",1157,6584,4743,2012-06-12 19:41:15,0,"[{'text': 'ClimateCrisis', 'indices': [79, 93]}]"
33,douglasrasbash,You may believe oil development creates jobs. Pause and consider the high rates of youth employment in African coun… https://t.co/7nWJbIqJ7A,"Kampala, Uganda",A changing mind in a changing world. Helping others above all.,379,1027,46396,2012-12-15 13:33:40,0,[]
34,coachyawe,"@nytimes @72063834 Smoke in the air from burning forests is natural thus clean, driving around while burning fossil fuels isn't.",Nairobi,The critic is a transmitter of ideas.  He is one possessed with the demon of skepticism that has bedeviled thinkers & critics since Descartes - John Mwazemba,255,2531,29771,2010-02-05 13:47:30,0,[]
35,wainaina_john,"Verily verily I say unto you, unless you implore your local MP for us to move away from fossil fuels in the energy… https://t.co/BEPav47IeO",kenya,CANDY | economics research | live music | documentaries | life's student and critic,1981,1900,26138,2012-01-17 09:28:21,0,[]
36,husseinkm,"📰 The greatest THREAT for ALL that NO ONE can look away anymore 👉 Global ALERT for #Climatechangeisreal
Either we d… https://t.co/YHUN5cQ8Ij",kampala uganda ,,507,311,389,2012-07-26 07:40:51,1,"[{'text': 'Climatechangeisreal', 'indices': [83, 103]}]"
37,godie_junior,"@Iberdrola_En @iberdrola We are always talking of switching from fossil fuels to renewable resources, is that enoug… https://t.co/CNhtpRmz2B",Eldoret-kenya,..............🇰🇪🎶,483,472,1795,2015-05-30 05:36:46,0,[]
38,dispatchug,"#Uganda’s #oil and #gas industry has a bright future, despite pessimistic views caused by the declining role of fos… https://t.co/A4h5N8mqgu","Kampala, Uganda","Uganda's News Monthly - Check us out to get your fill of the latest world news, politics, business, culture, reviews, sports, health and lifestyle articles.",45,5373,6166,2010-02-19 08:15:23,0,"[{'text': 'Uganda', 'indices': [0, 7]}, {'text': 'oil', 'indices': [10, 14]}, {'text': 'gas', 'indices': [19, 23]}]"
39,fazeelamubarak,"Imagine how his life has changed for the worse. 
No more fossil fuels and  even now with the IPCC report.… https://t.co/wXPGmDqoWe","Nairobi, Kenya",Community based conservation | Nature Regeneration to fight climate change | Support our projects 👇🏾,572,1568,4742,2009-05-04 13:08:57,3,[]
40,UGIndependent,Uganda’s oil industry to benefit from campaign against fossil fuels – Expert https://t.co/yT96gA532v,"Kampala, Uganda",The Official Twitter Stream of Uganda's Independent magazine - the home of cutting edge opinion and analysis and all #UgandaNews,527,196240,90173,2009-06-15 06:47:30,1,[]
41,Samooner,"""About 85% of CO₂ emissions are from burning fossil fuels. The remaining 15% are generated from land use change, su… https://t.co/A95wdkdqnY","Nairobi, Kenya","Made in Kenya. Editor and writer, working for The Conversation Africa 🇰🇪 🇲🇬 🇬🇧 @TC_Africa. Former Nation Media Group, Mail & Guardian Africa",6655,26430,23563,2010-03-11 08:02:41,0,[]
42,stiplexInc,"With the recent trends in blue and green energy, it is paramount that we find a lasting solution for power generati… https://t.co/PS2eSdUGMq","Nairobi, Kenya",Innovation | Technology | Energy | Mining | Security,124,11,2,2017-07-19 14:08:14,1,[]
43,RichardOnSafari,"@santangelorobe2 @RARohde https://t.co/ycV3acn7QB
Here's a quick explainer",Tanzania ,Professional Safari Guide living the good life in Tanzania's wilder places,488,506,4931,2009-10-16 07:28:02,0,[]
44,ugandarn,Uganda Industry to Benefit from Campaign Against Fossil Fuels - Expert   https://t.co/Lzv0nXCEDl,"Kampala, Uganda","Uganda Radio Network (URN) is an independent agency that serves the Ugandan media with news articles, magazine programs, documentaries, audio content and photos",995,39387,57313,2011-02-20 09:10:40,0,[]
45,Governor_254,"@CNN We emit an unnecessary amount of carbon into the atmosphere by refining, transporting, and using fossil fuels/… https://t.co/ywIkrBe9t9",NAIROBI -KENYA,Ambassador for  social justice and good governance .CEO of  Mejas Motors  Kenya https://t.co/SdrmWsSbiH,331,600,14063,2011-07-23 12:13:23,0,[]
46,Governor_254,@CNN Our most significant contribution to climate change is the use of fossil fuels to power machines and generate… https://t.co/OCu0p4uelj,NAIROBI -KENYA,Ambassador for  social justice and good governance .CEO of  Mejas Motors  Kenya https://t.co/SdrmWsSbiH,331,600,14063,2011-07-23 12:13:23,0,[]
47,osutayusuf,"🚨 It's a Code Red 🚨 

We can have human rights or fossil fuels—we can't have both. https://t.co/obASza4pjz",Kampala Uganda,"394, Freelancer, ICT, Politics, Law, Student, Digital Marketer and Editor Online Publications. Whatsapp +256784136406 MY INTERNET IS FOR CHANGING LIVES.",64,92,22149,2015-12-26 14:40:59,1,[]
48,RufasKe,In 2020 renewables generated 43% of the UK's electricity while fossil fuels still provided 38.5%. The world is stil… https://t.co/macK4QoLrH,"Nairobi, Kenya","🇸🇻 Research & Markets Analyst
I love trading in the financial markets",1917,1601,2865,2020-12-08 09:54:31,0,[]
49,JobeNdeyamie,@1minute4change One way to stop the burning of fossil fuels and the release of green house gas emissions is to use… https://t.co/0IXLNGCnx8,Rwanda,"😋foodie
#Registered nurse
#nature conservationist
#student African leadership university
#climate change advocate
#Environmentalist
#Stop fossil fuels release",748,637,958,2020-07-28 12:58:24,0,[]
50,mollenweather,"@WamalaJack @JoyDoreenBiira Its not too late to avert this crisis, we must commit to cutting emissions from fossil… https://t.co/fefWQ2EdGO","Kampala, Uganda","#WeatherPresenter , host #WeatherandNature @ubctvuganda , Founding member @CLIMATEwBORDERS , WeatherAmbassador @meteouganda,  i talk about #ClimateChange",3055,4428,2384,2014-09-04 07:48:42,0,[]
51,katereggadennis,"Climate Activists Target a Retrofitted ‘Peaker Plant’ in Queens, Decrying New Fossil Fuel Infrastructure… https://t.co/DBpUoZlSGQ","Kampala, Uganda",Consultant #Youth l Social Change Agent #Trade l Blogger #Environment CLIMATE STRIKER,35,173,2884,2009-07-04 10:59:09,0,[]
