,user,tweet,location,description,friends_count,followers_count,statuses_count,created_at,retweet_count,hashtags
13,JafKibet,"@KenMuokatene @anj_116_ @Gichy_ By the time the maasai(upto date)  were a shadow od their formidable warrior self,… https://t.co/8IowguUdn7","kericho,Kenya","A simple person with a big mind, A Religious Historian",403,129,1658,2012-07-09 18:58:49,0,[]
14,balaseth17,"@andrewsuleh @gabrieloguda And its like they are making money with the drought..
Stealing in the name of helping us..",Kenya kisumu,God is good all the time,1097,571,3865,2016-02-28 00:05:57,0,[]
15,andrewsuleh,''You cannot use public money to build a dam inside your stomach and expect the public not to ask you for water the… https://t.co/hlGrzH8qx9,Nairobi Kenya,"KMA Chairman 2008-2012,Board Chair Health Rights Advocacy Forum /  IMed/Renal Physician /Tropical medicine and hygiene /sports medicine  /head medical KPL/FKF",3071,42181,144795,2013-09-24 16:24:40,5,[]
16,shahidinews,Kenyans Affected By Drought To Receive Cash On Monthly Basis As Government Scraps Relief Food Programme.… https://t.co/7xohsRGFRO,Nairobi ,"Telling Crime, Security, Governance, Human Rights and Investigative Stories. An initiative by @crimeScribesKE to promote independent journalism.",76,732,1433,2020-10-21 07:21:55,2,[]
17,Gichohi_KE,He should have pleaded with the animals he fed. How would he leave people in these drought areas to help animals? https://t.co/FdTRWszYxz,"Muranga, Kenya","information security. Software engineer.


Veteran. Engaged in the famous Twitter wars of 2016- 2018.",1821,1743,1436,2016-04-09 04:57:48,0,[]
18,KBCChannel1,Monthly cash transfer programme introduced to replace distribution of relief food to families affected by drought… https://t.co/CDtnGt6cJA,"Nairobi, Kenya","Kenya's National Broadcaster, bringing you stories that matter. For more about our TV Shows Follow @KBCTelevision",1799,379258,232544,2011-02-07 14:57:10,0,[]
19,ikoha_u,"Climate change is a reality and is heavy floods, cold temperatures, fires, drought and a few tremors. Wherever we a… https://t.co/BEghenxn9V","Nairobi, Kenya","Lets Do it OUR way, What we are Doing it ,No other, Just us. My PURPOSE in our LIVE'S.",3941,437,2914,2014-07-24 14:51:37,0,[]
20,Tirobon,"The day my grandmother was born, her father hunted an elephant along this valley, and brought the meat home for his… https://t.co/v27tpUutYH",Nairobi,Baldwin Fellow 2019. Memories from Iten 🇰🇪. Words: @NoTokensJournal etc. #KianjokomaBrothers  Email: kipropkimutaiwrites@gmail.com Gerald Kraak Finalist.,888,3153,19793,2012-02-11 08:04:52,1,[]
21,dnjaga1,"""You cannot use public money to build a dam inside your stomach and expect the public not to ask you for water when… https://t.co/tGyS0O6OVz","Nairobi, Kenya","Consultant Ecologist || Writer || Hospitality TrainerII

Public Policy CritiqueII Tirelessly Championing the Rights and Freedoms of Small Businesses in Kenya",931,5284,15365,2013-11-15 08:39:15,33,[]
22,kenyan_digest,"Coach Ngísirei expects squad to end 10-year 3,000m gold drought : The standard Sports - https://t.co/aI48WBVqKH https://t.co/XSjpkBIs78","Nairobi, Kenya","News  on Politics, Entertainment, News Alerts and Other Topics Talk to Us KenyanDigest@Gmail.Com",0,2837,316205,2015-11-16 14:56:16,0,[]
23,Blogs_Kenya,"Keeping the Cows Alive: It is not a drought, but it looks like a drought. The land is bare earth, in most places th… https://t.co/LN8rkKjCPW",Nairobi,"Get the latest posts from top Kenyan blogs. For Kenyan News, follow @News_Kenya. Curated by @peteretelej",495,14664,91118,2010-10-11 11:29:10,0,[]
24,NjihiaPaul5,@_CrazyNairobian Even the lion eats grass when there is drought.,"Nairobi, Kenya",Enthusiast.,665,614,2626,2018-05-13 11:02:24,0,[]
25,News_Kenya,Government replaces relief food with cash transfers: The government has now scraped distribution of relief food to… https://t.co/n1CJH4tOnK,Nairobi,"Kenyan News Updates: Get Breaking News on Twitter.  For Kenyan blogs, follow @Blogs_Kenya. Curated by @peteretelej. Android App: 🇰🇪 https://t.co/bt1fAYpw6S",43,24447,172522,2010-10-11 11:09:03,0,[]
26,GatuneT,@W33dHerbalist @kipmurkomen These leaders assume that it is punishment enough to transfer a rogue officer. I hear t… https://t.co/638JfflTKl,"Nairobi, Kenya",African transformation through servant leadership,212,77,553,2018-07-04 05:51:06,1,[]
27,amoskiptui,"Kenya is headed in the wrong direction! With police brutality, failed justice system, the health sector is in its w… https://t.co/OpIMop6LH6","Nairobi, Kenya","Techie, Entrepreneur, Herder | Data Governance | Strategic Management | Innovation",757,439,798,2011-02-05 11:15:57,1,[]
28,KEPSA_KENYA,Cabinet Secretary for @Environment_Ke Keriako Tobiko noted that the frequent and intense drought together with the… https://t.co/WqIaijBZQA,"Nairobi, Kenya",KEPSA is the national apex body of the private sector in Kenya comprising of Business Associations and Corporate Organizations.,2229,44676,10915,2012-02-20 13:13:43,2,[]
29,kenyan_digest,Community promoting drought tolerant crops – Kenya News Agency - https://t.co/ullK2qxrKE https://t.co/ulHQWKThpO,"Nairobi, Kenya","News  on Politics, Entertainment, News Alerts and Other Topics Talk to Us KenyanDigest@Gmail.Com",0,2837,316205,2015-11-16 14:56:16,0,[]
30,peterndambu,"@kenyanpundit Alot of things to see here, samburu is now being ravaged by the worst drought in years, water and pas… https://t.co/9c5XTwVLli","Nairobi, Kenya","The DRR and CCA guy
loves Jesus",614,532,2116,2011-05-12 10:42:22,0,[]
31,SGatibaru,@TheStarKenya SIOYI DAM in West Pokot will be a game changer KUDOS to UHURU for his focus aimed at providing water… https://t.co/B1lMEt3V7b,"Nairobi, Kenya",Retired and living in Nairobi,7,32,3494,2017-05-10 05:45:45,0,[]
32,CFC_Musa,@UnitedDNA99 First break Ole trophy drought curse before dreaming of Quadruple,"Nairobi, Kenya",𝐍𝐞𝐰𝐬 𝐚𝐧𝐝 𝐒𝐭𝐚𝐭𝐬 𝐚𝐛𝐨𝐮𝐭 𝐂𝐡𝐞𝐥𝐬𝐞𝐚 𝐅𝐜|Always follows back|#𝐾𝑇𝐵𝐹𝐹𝐻|,199,50,992,2021-01-08 09:55:02,0,[]
33,WFP_Kenya,@WFP_Kenya is committed to supporting #refugees and vulnerable Kenyans affected by #drought: not only in times of e… https://t.co/U8lOWa0ySJ,Nairobi,The world's largest humanitarian agency working towards #ZeroHunger – follow for news on the food and nutrition situation in Kenya,302,1722,771,2020-02-26 14:12:11,0,"[{'text': 'refugees', 'indices': [38, 47]}, {'text': 'drought', 'indices': [83, 91]}]"
34,Happy_kulayo,ASAL pastoralists urged to dispose of livestock as drought bites,"Isiolo, Kenya",PR/Marketing||eye in Northern Kenya||pastoralist voice||Northerner 🇰🇪,6006,11953,34049,2010-07-30 11:56:08,2,[]
35,TheCountyKenya,Promoting community level seed production in drought tolerant crops https://t.co/NFmgbIPiM0,"Nairobi, Kenya",Home of County News --- news@thecounty.co.ke --- Hotline +254716835975,119,6103,4379,2015-05-07 15:31:17,0,[]
36,ntvkenya,"ASAL pastoralists urged to dispose of livestock as drought bites

https://t.co/OCNIF3BA4F https://t.co/SC507y3EBb",Nairobi,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",323,3024560,540585,2009-03-23 11:30:40,5,[]
37,LagatJustin,COACH NGISEREI OPTIMISTIC KENYA WILL BREAK IT'S 3 YEAR GOLD DROUGHT IN THE 3000M AT WORLD U20 | NEWS | World Athlet… https://t.co/EPQYhUej54,"Eldoret, Kenya.","Marathon Runner. Running Coach (online/offline).  Writer. Journalist @runblogrun. For online coaching inquiries, email thekenyanathlete@gmail.com #kenyanathlete",2070,4794,12743,2011-05-01 04:04:56,1,[]
38,david_osore,@bey02952284 @kwskenya Kamtoga is a community area.. We coexist with wildlife.. Sometimes during drought they seek… https://t.co/a1S7YQmPqz,kenya Voi,#Liverpool...,673,525,9887,2009-09-29 04:28:31,1,[]
39,TMutheki,"@WorldBank My community which resides in ASALs can;
1) start tree nurseries such as Melia volkansee which can toler… https://t.co/eR6IqRbjyh","Westlands, Nairobi, Kenya","An Environmentalist
Founder: Our Environment our concern Youths Environmental Forum. 
planting 1M trees, now on 789th 🌲",840,2203,19422,2013-04-30 10:51:19,0,[]
40,Kinyua_WaMaina,@StretchersYouth @SFCG_Kenya @UNDPKenya @EUinKenya @EU_Partnerships @djleniumkenya @ItsNdau @haileymwanzia… https://t.co/cr9EopOrxO,"Nanyuki, Kenya",Social Justice Activist🇰🇪,3589,2704,8306,2018-10-03 13:07:29,6,[]
41,Kinyua_WaMaina,@StretchersYouth @SFCG_Kenya @EUinKenya @EU_Partnerships @djleniumkenya @ItsNdau @haileymwanzia @PapsThaDjay… https://t.co/CNYEByDVHW,"Nanyuki, Kenya",Social Justice Activist🇰🇪,3589,2704,8306,2018-10-03 13:07:29,9,[]
42,YTBotbyPS,[UNCATEGORISED] New Video from Business Daily Africa: Govt sinking water pans in Mbeere to alleviate drought https://t.co/JF1C3GZBMY,"Siaya, Kenya",This is a bot that tweets out Kenyan videos from YouTube. Built and maintained by @princelySid,2,24,5807,2019-02-12 13:16:36,0,[]
43,Kinyua_WaMaina,@StretchersYouth @SFCG_Kenya @EUinKenya @EU_Partnerships @djleniumkenya @ItsNdau @haileymwanzia @PapsThaDjay… https://t.co/0OIXBjLaL2,"Nanyuki, Kenya",Social Justice Activist🇰🇪,3589,2704,8306,2018-10-03 13:07:29,4,[]
44,kbcrendille,"Drought Mitigation: About 100,000 households in Turkana, Marsabit, Wajir and Mandera to benefit from cash transfers… https://t.co/YGiy6h3tyr",Nairobi,"Hooyi Yaffet!
The official twitter page for KBC Rendille Service | Vernacular station for the Rendille community of Kenya | Owned by KBC",104,543,754,2020-08-04 13:35:58,0,[]
45,UNHabitat_Som,"""My husband lost his job due to the pandemic and my milk business collapsed due to the drought. The $70 has helped… https://t.co/1SPP2czlE3","Nairobi, Kenya","We work in Somalia to promote
sustainable and participatory urban development for a better urban future",480,5061,750,2017-12-06 09:12:23,0,[]
46,MzalendoWatch,Hon. Jeremiah Ekamais is directing a question to the CS for Devolution and ASALS regarding the measures the ministr… https://t.co/iePwhPchVH,"Nairobi, Kenya",The Organisation and Website that tracks the activities of Kenyan Legislators. Help us keep an eye on Parliament!,798,26169,66820,2010-02-17 10:07:18,0,[]
47,ActionAid_Kenya,"@ActionAid_Kenya's @CoolPlanet_FF sharing on AAI humanitarian signature areas; women leadership, accountability &amp; s… https://t.co/hNHD7cnECU","Nairobi, Kenya",ActionAid Kenya builds solidarity with people living in poverty and exclusion to achieve  basic  rights and  dignity for all.,594,7617,6797,2011-10-06 11:06:29,10,[]
48,ActionAid_Kenya,The drought situation today is fast worsening. It is not a normal August compared to previous years - @KitasiW… https://t.co/68g0EBnRSG,"Nairobi, Kenya",ActionAid Kenya builds solidarity with people living in poverty and exclusion to achieve  basic  rights and  dignity for all.,594,7617,6797,2011-10-06 11:06:29,6,[]
49,bryanmanyonge28,"Somalia is vulnerable to extreme climatic conditions, including repeated cycles of drought, seasonal floods, and tr… https://t.co/O3hIKPwk9C",,,652,278,8037,2016-04-04 18:57:22,0,[]
50,CDAfricaNews,"Millions on verge of starvation in #Somalia
Almost four million people in war-torn Somalia are on the verge of star… https://t.co/7f1N9bvLSF","Nairobi, Kenya",A window to watch China and Africa. Please follow us and share your opinion on Sino-Africa relations,596,1767,3640,2016-08-25 07:54:06,1,"[{'text': 'Somalia', 'indices': [35, 43]}]"
51,arnoldkigs1,"@Nairan_Marley @Kimuzi_ baringo ni mashida ndo  mingi sana. tunaanze na drought and famine ,cattle rustling, diseas… https://t.co/1LnqMeuD5Z","Nairobi, Kenya",A soul with good intentions,1695,2375,54043,2015-01-29 07:21:19,0,[]
52,IFRCAfrica,"About 70% of #Somalia’s population lives in poverty. 

Families regularly lose their livelihoods and grapple with f… https://t.co/WP9ktHRujo","Nairobi, Kenya",Official Twitter account for the International Federation of #RedCross and #RedCrescent Societies (@IFRC) in #Africa.,2825,18199,6504,2012-10-20 10:50:06,1,"[{'text': 'Somalia', 'indices': [13, 21]}]"
53,OptimumPicks,Drought Alert in Ten Counties Across Kenya https://t.co/wUE2xAhntC https://t.co/mnyWYD0IxF,"Nairobi, Kenya","Ship From USA to Kenya, Ship to Kenya From USA, : Sea & Air Shipping  - Amazon & Ebay Delivery to Kenya - Shop Online in USA with MPESA",3475,2530,4684,2011-02-09 20:24:19,0,[]
54,kenyan_digest,Kenya: Drought Alert in Ten Counties Across Kenya - https://t.co/qyZEuisI4F,"Nairobi, Kenya","News  on Politics, Entertainment, News Alerts and Other Topics Talk to Us KenyanDigest@Gmail.Com",0,2837,316205,2015-11-16 14:56:16,0,[]
55,jagedo,"@EstherNgumbi @NPRGoatsandSoda We want to tell our African story ourselves.For eons,contemporary Africa content is… https://t.co/JcABkcYyr1","Nairobi, Kenya",xxxxxyyyzzz,640,738,1299,2010-07-15 13:09:01,0,[]
56,HonAliKorane,Met @WFP_Kenya Country Director Lauren Landis to discuss our long standing partnership in resilient livestock farmi… https://t.co/j634EA7Z2E,"Garissa, Kenya","Governor, Garissa County",290,28754,1074,2016-04-04 19:03:13,18,[]
57,citizentvkenya,Coach Ngisirei keen on ending gold drought in Championship https://t.co/Kgb4FbApWr,"Nairobi, Kenya",Kenya's Premier TV Station. Breaking News / Entertainment / Your Favorite Local TV Shows. Follow us on https://t.co/zFxsEropBr,156,3415635,597525,2009-08-31 13:42:16,2,[]
58,JaneNzai,@GenderKilifi @003CountyGender @CREAWKenya @DSWKenya @Kenya_NI_Mimi @NYC_YouthVoice @kilimoKE @kalromkulima… https://t.co/8U9Vou2EuL,"Nairobi, Kenya","Am passionate about Education and children living with disability in particular the deaf society.
An agent of CHANGE.",143,57,24,2020-11-19 05:57:28,2,[]
59,ActionAid_Kenya,@ActionAid_Kenya and her partners at a workshop on the state of drought in #Kenya @lntongai @MercyGichengi… https://t.co/tfl3ZuDetu,"Nairobi, Kenya",ActionAid Kenya builds solidarity with people living in poverty and exclusion to achieve  basic  rights and  dignity for all.,594,7617,6797,2011-10-06 11:06:29,3,"[{'text': 'Kenya', 'indices': [75, 81]}]"
60,KombeMartha,A.7 Agricultural researchers from the Kenya Agriculture and Livestock Research Organizations (@KALRO) have been wor… https://t.co/OTQSzaGvE4,"Nairobi,kenya",Former President @NairobiYAC(2018-2021) | SRHR Advocate| Former Presenter at Skyrish radio1| Advocate @KETCA254| Works @StraightTalkKe,8572,9104,48627,2013-11-29 19:57:43,1,[]
61,ActionAid_Kenya,Kenya has received Ksh 400m from the European Union to support response &amp; resilience mechanism to address drought -… https://t.co/Kqt65cjuSo,"Nairobi, Kenya",ActionAid Kenya builds solidarity with people living in poverty and exclusion to achieve  basic  rights and  dignity for all.,594,7617,6797,2011-10-06 11:06:29,4,[]
62,ActionAid_Kenya,@ActionAid_Kenya and her partners' workshop on the state of drought in #Kenya https://t.co/LOun7YmuuU,"Nairobi, Kenya",ActionAid Kenya builds solidarity with people living in poverty and exclusion to achieve  basic  rights and  dignity for all.,594,7617,6797,2011-10-06 11:06:29,2,"[{'text': 'Kenya', 'indices': [71, 77]}]"
63,JamesWallunya,"Human caused #ClimateChange is wreaking havoc across the world as floods, heatwaves, drought &amp; wildfires affect liv… https://t.co/TlxgLb186T","Nairobi,Kenya.","Peace, Security & Human Development | @YALIRLCEA  Cohort 32 Alumni | Formerly, @UNOCHA_ROSEA & @KenChildrenHome",799,409,3381,2013-02-24 05:39:21,0,"[{'text': 'ClimateChange', 'indices': [13, 27]}]"
64,adala_steve,"Truck load of cow dung.

Got to make hay while the sun shines...there is a looming drought end of this year. 

Plan… https://t.co/4hwzb4SYKL","Nairobi, Kenya",https://t.co/9BbPOpcgXk | https://t.co/pCEvFwYHV5 |,187,120,336,2013-01-28 16:04:56,0,[]
65,GirgioOmondi,"Kenya's 33 Year Olympics medal Drought continued in the Olympics after captain Nick Okoth, Elly Ajowi, Christine On… https://t.co/b4dQhVFd2n",Nairobi Kenya,"A freelance Journalist based in Nairobi who is madly in love with mother nature, and sports but talks, drink, eats and sleeps football.",1182,132,767,2012-06-20 16:03:08,0,[]
66,summedupkenya,"More counties hit by drought to benefit from relief programme
 https://t.co/VKetRwu1kq","Nairobi, Kenya","Get yourself covered by News Summed Up! Email us at aprilinnovationslab@gmail.com
Download now https://t.co/5vDRNSUuRg",162,358,188792,2016-06-13 12:00:11,0,[]
67,OboRonald,@tunajibu @kwskenya @SafaricomPLC @KCBGroup Are you aware that Wild animals in Tsavo East are starving.....All wate… https://t.co/aChCPYSCZ7,"Nairobi, Kenya","Lawyer../ ArchitecturialEngineer/ Businessman.
ronnyobo@gmail.com.
Silver medalist Martial Artist.
Orator../ Political enthusiast../ Pan-Africanist",381,140,202,2021-07-09 20:26:24,2,[]
68,citizentvkenya,"Oasis Of Hope:
Women groups adopt irrigation farming to beat Wajir desert conditions 

Some have embraced kitchen g… https://t.co/3EvRIxSiPT","Nairobi, Kenya",Kenya's Premier TV Station. Breaking News / Entertainment / Your Favorite Local TV Shows. Follow us on https://t.co/zFxsEropBr,156,3415635,597525,2009-08-31 13:42:16,4,[]
69,Blogs_Kenya,"Climate change report 'code red' for humanity, says UN Chief: According to the report, in coming years, the world w… https://t.co/hCAoNBNxfs",Nairobi,"Get the latest posts from top Kenyan blogs. For Kenyan News, follow @News_Kenya. Curated by @peteretelej",495,14664,91118,2010-10-11 11:29:10,0,[]
70,MzalendoWatch,"Without any delay, the government should declare drought a national disaster.
#BungeLiveNA","Nairobi, Kenya",The Organisation and Website that tracks the activities of Kenyan Legislators. Help us keep an eye on Parliament!,798,26169,66820,2010-02-17 10:07:18,0,"[{'text': 'BungeLiveNA', 'indices': [78, 90]}]"
71,MzalendoWatch,Hon. @HSossion: Livestock is the greatest victim in terms of drought. We are witnessing a lot of livestock dying. T… https://t.co/YSLe19Tt21,"Nairobi, Kenya",The Organisation and Website that tracks the activities of Kenyan Legislators. Help us keep an eye on Parliament!,798,26169,66820,2010-02-17 10:07:18,1,[]
72,DavidAtILRI,"Interestingly, most of Africa may be relatively unaffected by climate change induced drought: https://t.co/d5dvf4czRT","Nairobi, Kenya","ILRI comms, with a specific interest in climate change, livestock and the global food system.",128,187,544,2019-09-27 09:19:27,0,[]
73,DavidAtILRI,A very interesting thread on what the IPCC says about the effects of climate change on drought. https://t.co/nXCFni8r5n,"Nairobi, Kenya","ILRI comms, with a specific interest in climate change, livestock and the global food system.",128,187,544,2019-09-27 09:19:27,0,[]
74,MzalendoWatch,Hon. @RehemaJaldesa is moving an Adjournment Motion Regarding severe drought situation in the Northern Kenya Region… https://t.co/Uj5swAZu2Y,"Nairobi, Kenya",The Organisation and Website that tracks the activities of Kenyan Legislators. Help us keep an eye on Parliament!,798,26169,66820,2010-02-17 10:07:18,2,[]
75,kenyan_digest,Drought alert in ten counties across Kenya - https://t.co/oV1R5dE5DW https://t.co/cpIQZdyNfj,"Nairobi, Kenya","News  on Politics, Entertainment, News Alerts and Other Topics Talk to Us KenyanDigest@Gmail.Com",0,2837,316205,2015-11-16 14:56:16,0,[]
76,evans_musingah,@LizAdams09 @AwuorNyagol @anne_grace8 @BundiNesbit @nnyalipo @AndareEsther @IrushSam3 @liznyams @EstherMuchene… https://t.co/zGridpilSx,Bungoma county,"An Agriculturalist, a father, a husband, big brother & a son to my mum. @MCFC @Mancity Fan #SundownerKBC fan and loving it",5001,3654,25748,2013-08-25 19:55:28,3,[]
77,MzalendoWatch,Hon. @RehemaJaldesa rises to request for a leave of the adjournment of the house in order to discuss the urgent Nat… https://t.co/kupkItGvcP,"Nairobi, Kenya",The Organisation and Website that tracks the activities of Kenyan Legislators. Help us keep an eye on Parliament!,798,26169,66820,2010-02-17 10:07:18,0,[]
78,WorldBankKenya,"With climate change, regular drought cycles are predicted to become more frequent &amp; severe. Find out how small soci… https://t.co/H5fnIMmoAv","Nairobi, Kenya",Welcome to World Bank Kenya. Our mission is to fight poverty with passion and professionalism for lasting results.,4672,59504,11339,2013-12-13 07:21:48,4,[]
79,HermanWaita,"@JesseKenya @bwanaricho @FarmersChoiceKE Dairy farming is difficult, yes. Cows are an utter nightmare...especially… https://t.co/5AsDELwGm1","Nairobi, Kenya",I am the second creation of Mama Waita. All else flows from that.,1831,764,9568,2010-02-20 18:38:38,0,[]
80,klleb4,Raining in Nairobi and even that does not end my drought https://t.co/3p8obyZA0G,"Nairobi, Kenya",No alarms and No surprises,331,136,11723,2016-07-04 08:02:30,1,[]
81,ntvkenya,Historic drought threatens California farms supplying much US food https://t.co/1ap8dQnhTc https://t.co/6UTy7w1fQB,Nairobi,"LIVE STREAM: https://t.co/Vp8SMcv7jV ____________________________________________
Follow @NTVnewsroom for breaking news, @NTVSasa for Kiswahili updates.",323,3024560,540585,2009-03-23 11:30:40,5,[]
82,Joe02616828,The rain is finally here with us after severe drought which was accompanied by ice freezing cold for the last 2-3 m… https://t.co/EQ5POOIYKQ,"Nairobi, Kenya","•Human Resource Personnel•Passionate in Archeology, History & Astronomy •The Savannah Moran•",2574,362,699,2021-04-27 16:07:36,0,[]
83,KBCChannel1,SCHOOL FEEDING PROGRAM: Leaders from Kitui County are calling on the National Government to consider giving relief… https://t.co/dFfsino3Oz,"Nairobi, Kenya","Kenya's National Broadcaster, bringing you stories that matter. For more about our TV Shows Follow @KBCTelevision",1799,379258,232544,2011-02-07 14:57:10,1,[]
84,EkidorNorman1,1.4m Kenyans surviving on food aid due to drought — Red Cross https://t.co/Gnaf8Z7RC0 via @thestarkenya,"Nairobi, Kenya",MBA/BBM/CIFA/IIA MEMBER/ Founder  Ekidor  Foundation / Accountant/Human Right Activist / Tax and  Audit Consultant/ Down to  earth  hustler,11644,14208,6464,2011-06-27 14:38:49,0,[]
85,BushZacharry,"🧾Kenya is one of those countries that are increasingly experiencing manifestation of climate disasters, mainly floo… https://t.co/0N1vjFrF62",NAIROBI KENYA,"Researcher in Atmospheric Science/Physics. Interested in Tropical Cyclone, Public Weather, Biodiversity, GIS & Remote Sensing with Coffee & Music as complement.",1954,549,3253,2011-09-10 07:16:20,1,[]
86,hfh_kenya,To collaborate in reducing the impact of drought and flood hazards on communities living along the Tana River Delta… https://t.co/ThNx8ktNPE,"Nairobi, Kenya",Habitat for Humanity Kenya (HFH Kenya) is a Non- Governmental  christian organization dedicated to the elimination of poverty housing in Kenya.,372,692,760,2013-02-19 09:33:13,0,[]
87,democracy_trust,The journalists who reported on 12 counties that are facing drought need to follow up with governors for those coun… https://t.co/RY09WkNrAR,"Nairobi, Kenya","The Democracy Trust Fund's vision is to identify, prepare and position women for leadership in a strategic and sustainable manner.",161,84,191,2018-11-13 09:14:18,1,[]
88,JoeGombe,"In Kano plains, water is scarce for several months of the yr.Been looking for something to add some color to my gar… https://t.co/3Z45tniBiI","Kisumu, Kenya","Peripatetic. Team Member at Careplus Medical Services
💎Well begun is half done...Aristotle💎",169,243,2348,2009-09-29 08:27:40,0,[]
89,MachokaMr,@Daisykenyan @MichaelJessem @johnbuuh @bruno_otiato @AtwoliDza @RailaOdinga @TheODMparty Even @mwalimu_dida was a p… https://t.co/irAXsaYKCH,"Eldoret, Kenya","ex-girlfriend
Chelsea fanatic",801,936,4535,2017-01-21 17:28:06,0,[]
90,GraceKatee2,@mamangilu  how I wish the energy you have shown here on twitter for the last few days could be translated to ICU f… https://t.co/MKf6SoWk6p,"Nairobi, Kenya","Gender Equality Specialist #Disability Inclusion#Social Inclusion#Human Rights Advocate #Inclusive Education#ASRHRs#GBV Mainstreaming #WPE
Views are my own⛔",1216,672,2251,2018-09-14 18:10:37,0,[]
91,JesseKenya,Some of us warned about the drought since last year. People should be imprisoned for the loses of life and livestoc… https://t.co/5OcsPl7p8K,Nairobi,"Urban Youth Farmer | Dairy | Poultry | Horticulture
                                                                   * Speak Truth to Justice *
#NairobiFarmer",921,3766,160330,2011-03-22 18:00:54,5,[]
